participant,fluency_score,school,Age,Sex,Nationality,Ethnicity,StudyLevel,Major,ParentalEdu,Handedness,PastMedDiagnosis,NativeLang,SecondLang,MathLang_Primary,MultLang,SecondLang_score1,SecondLang_type1,SecondLang_score2,SecondLang_type2,SecondLang_score3,SecondLang_type3,SecondLang_score4,SecondLang_type4,SecondLang_score5,SecondLang_type5,SecondLang_score6,SecondLang_type6,SecondLang_score7,SecondLang_type7,SchoolType_Primary,MathDiff,MultLearning_normal,MultLearning_time,MultLearning_peers,MultLearning_score,ReadingProblem,MathAnxiety,ExamAnxiety,MemoryAnxiety,num_Seclanguages,avg_score,SameLang_pri,SameLang_Mult
UN-22003,45,NOTTINGHAM,19.461277705345502,Female,Malaysian,Indian,Freshman/First Year,Education,"Yes, father only",Right,No,English,Yes,Chinese,Chinese,100,English,100,Mandarin,100,Malay,20,Japanese,30,Korean,50,Punjabi,0,NA,Vernacular,Yes,Yes,No,Yes,9,No,Yes,Yes,No,1,50,Different,Different
UN-22013,20,NOTTINGHAM,21.21966397013068,Female,Malaysian,Indian,Freshman/First Year,Psychology,NA,Right,No,Msia Indian Languages,Yes,English,English,100,Tamil,90,English,50,Malay,40,Korean,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,No,6,Unspecified,Yes,Yes,Yes,2,70,Different,Different
UN-22014,18,NOTTINGHAM,19.37366362451108,Female,Malaysian,Indian,Freshman/First Year,Education,No,Right,No,Msia Indian Languages,Yes,English,English,NA,English,NA,Bahasa melayu,NA,Mandarin,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,4,No,Yes,Yes,No,NA,NA,Different,Different
UN-22021,44,NOTTINGHAM,19.915775749674054,Female,Malaysian,Chinese,Freshman/First Year,Education,No,Right,No,Chinese,Yes,Chinese,Chinese,80,English,80,Chinese,40,Malay,70,Cantonese,60,Hakka,30,French,30,Korean,Public,Yes,Yes,No,No,9,No,Yes,Yes,No,4,72.5,Same,Same
UN-22022,8,NOTTINGHAM,20.255880522713127,Female,Malaysian,Indian,Freshman/First Year,Education,"Yes, both parents",Right,No,Msia Indian Languages,Yes,Malay,English,90,English,60,Bahasa Melayu,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,8,No,Yes,Yes,No,2,75,Different,Different
UN-2301,13,NOTTINGHAM,21.55154761904762,Female,Malaysian,Malay,Freshman/First Year,Education,"Yes, father only",Right,No,NA,Yes,Malay,Malay,90,Malay,90,Bajau dialects,80,English,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,7,No,Yes,Yes,Yes,3,86.66666666666667,NA,NA
UN-2303,22,NOTTINGHAM,20.028031290743154,Male,Malaysian,Malay,Freshman/First Year,Education,No,Right,No,Malay,Yes,Malay,Malay,100,English,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,10,No,No,No,No,NA,NA,Same,Same
UN-2307,44,NOTTINGHAM,20.6090852520224,Female,Malaysian,Chinese,Freshman/First Year,Education,"Yes, both parents",Right,No,English,Yes,English,English,70,Chinese,50,Cantonese,40,French,20,Bahasa Malaysia,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,4,No,Yes,No,No,2,60,Same,Same
UN-2309,42,NOTTINGHAM,21.069072806471684,Female,Malaysian,Chinese,Freshman/First Year,Education,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,90,English,90,Malay,90,Hokkien,90,Cantonese,90,Teochew,20,Japanese,10,Korean,Vernacular,No,Yes,No,No,10,No,No,No,No,5,90,Same,Same
UN-2312,19,NOTTINGHAM,19.970534550195566,Female,Malaysian,Indian,Freshman/First Year,Education,"Yes, father only",Right,No,Msia Indian Languages,No,English,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,5,No,Yes,Yes,Yes,NA,NA,Different,Different
UN-2318,33,NOTTINGHAM,21.049906658369633,Female,Malaysian,Chinese,Freshman/First Year,Education,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,90,mandarin,80,english,70,malay,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,8,No,No,No,No,3,80,Same,Same
UN-2335,52,NOTTINGHAM,19.80625814863103,Female,Malaysian,Indian,Freshman/First Year,Education,No,Right,No,English,Yes,English,English,60,Malay,30,Punjabi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified,1,60,Same,Same
UN-2336,29,NOTTINGHAM,18.636550308008214,Male,Malaysian,Malay,Freshman/First Year,Education,"Yes, both parents",Right,No,Malay,Yes,Malay,Malay,90,English,50,Indonesian⁹,40,NA,100,NA,NA,NA,NA,NA,NA,NA,Public,Yes,No,Yes,Yes,7,No,Yes,Yes,No,2,70,Same,Same
UN-2701,32,NOTTINGHAM,18.73511293634497,Female,Malaysian,Chinese,Freshman/First Year,Education,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,100,Chinese,100,English,70,Malay,100,Cantonese,NA,NA,NA,NA,NA,NA,Vernacular,No,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified,1,70,Same,Same
UN-2323,60,NOTTINGHAM,16.64192272588987,Female,Malaysian,Chinese,Freshman/First Year,Communication,"Yes, both parents",Right,No,Chinese,Yes,English,Chinese,30,Spanish,90,English,40,Bm,NA,NA,NA,NA,NA,NA,NA,NA,Private,No,Yes,No,No,9,No,No,Yes,No,1,90,Different,Same
UN-29002,20,NOTTINGHAM,19.186858316221766,Female,Malaysian,Chinese,Sophomore/Second Year,Education,"Yes, father only",Left,No,English,Yes,English,English,70,Malay,40,Mandarin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,Yes,2,No,No,No,Yes,1,70,Same,Same
UN-29005,33,NOTTINGHAM,25.852753270459385,Female,Malaysian,Chinese,Sophomore/Second Year,Education,"Yes, mother only",Right,No,English,Yes,Chinese,Chinese,100,English,70,Mandarin,0,NA,0,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,7,No,Yes,Yes,Yes,1,70,Different,Different
UN-29010,42,NOTTINGHAM,20.247666459240822,Female,Malaysian,Chinese,Sophomore/Second Year,Education,"Yes, both parents",Right,No,English,Yes,English,Chinese,60,Chinese,60,Malay,50,Hokkien,0,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,6,No,Yes,Yes,No,3,56.666666666666664,Same,Different
UN-29011,21,NOTTINGHAM,20.324331051649036,Female,Malaysian,Indian,Sophomore/Second Year,Management,"Yes, both parents",Right,Yes,Msia Indian Languages,Yes,Chinese,Chinese,70,Telugu,70,Tamil,50,Mandarin,50,Malay,80,English,10,Hindi/Punjabi,0,_,Vernacular,No,Yes,No,Yes,7,No,No,Yes,Yes,5,64,Different,Different
UN-29012,50,NOTTINGHAM,21.663809523809526,Female,Malaysian,Chinese,Sophomore/Second Year,Education,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,80,English,50,Malay,80,Cantonese,80,Hakka,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,7,No,Yes,Yes,Yes,4,72.5,Same,Same
UN-29013,36,NOTTINGHAM,21.118357187305538,Female,Malaysian,Chinese,Junior/Third Year,Education,No,Right,Yes,Chinese,Yes,Chinese,Chinese,80,Mandarin,90,English,70,Bahasa Melayu,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,8,No,Yes,Yes,Yes,3,80,Same,Same
UN-29021,16,NOTTINGHAM,21.387261904761907,Female,Malaysian,Indian,Sophomore/Second Year,Education,"Yes, mother only",Right,No,English,Yes,Malay,English,100,Malay,10,Tamil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,4,No,Yes,Yes,Yes,NA,NA,Different,Same
UN-0301,44,NOTTINGHAM,20.866459240821406,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,70,English,60,Malay,40,Teochew,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,7,No,No,Yes,No,2,65,Same,Same
UN-0302,36,NOTTINGHAM,22.003333333333334,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,90,English,70,Mandarin,50,Malay,50,Cantonese,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,7,No,No,Yes,No,4,65,Same,Same
UN-0303,45,NOTTINGHAM,20.759676415681394,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,90,Chinese,80,English,40,Malay,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,No,9,No,Yes,Yes,Yes,2,85,Same,Same
UN-0304,42,NOTTINGHAM,20.329807093963908,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, mother only",Right,Yes,Chinese,Yes,Chinese,Chinese,70,Chinese,90,English,80,Cantonese,40,Malay,NA,NA,0,NA,NA,NA,Vernacular,No,Yes,No,No,7,No,No,Yes,Yes,3,80,Same,Same
UN-0305,47,NOTTINGHAM,20.53789670192906,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,70,English,60,Malay,70,Cantonese,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,7,No,No,Yes,Yes,3,66.66666666666667,Same,Same
UN-0306,48,NOTTINGHAM,20.47766023646546,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,80,English,60,Malay,60,Hokkien,NA,NA,0,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,8,No,No,No,No,3,66.66666666666667,Same,Same
UN-0307,38,NOTTINGHAM,21.986904761904764,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,Yes,Chinese,Yes,Chinese,Chinese,90,English,30,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,8,No,Yes,Yes,No,1,90,Same,Same
UN-0308,56,NOTTINGHAM,20.80622277535781,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,90,English,70,Malay,NA,NA,0,NA,0,NA,0,NA,0,NA,Vernacular,No,Yes,No,No,10,No,Yes,Yes,No,2,80,Same,Same
UN-0315,52,NOTTINGHAM,20.310640945861852,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,English,90,English,70,Chinese,NA,Malay,0,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,8,No,No,Yes,No,2,80,Same,Different
UN-0321,39,NOTTINGHAM,20.817174859987553,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,100,English,70,Malay,0,None,NA,NA,90,NA,NA,NA,NA,NA,Private,No,Yes,No,No,10,No,No,No,No,1,70,Same,Same
UN-0322,45,NOTTINGHAM,19.683050847457626,Female,Malaysian,Indian,Sophomore/Second Year,Psychology,"Yes, both parents",Left,No,English,Yes,English,English,70,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,Yes,6,No,Yes,Yes,Yes,1,70,Same,Same
UN-0325,27,NOTTINGHAM,18.743326488706366,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,70,English,40,Malay,20,Hokkien,NA,NA,100,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,8,No,No,Yes,No,1,70,Same,Same
UN-0326,50,NOTTINGHAM,20.9568139390168,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,100,English,80,Malay,40,Mandarin,20,Hakka,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,6,No,Yes,Yes,Yes,1,80,Same,Same
UN-0332,42,NOTTINGHAM,20.784318606098317,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,90,English,20,Malay,20,Indonesian,50,Teochew,NA,NA,NA,NA,NA,NA,Public,Yes,No,Yes,No,8,No,No,Yes,Yes,2,70,Same,Same
UN-0333,27,NOTTINGHAM,21.49404761904762,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,100,English,60,Malay,30,Cantonese,10,Mandarin,NA,-,NA,-,NA,-,Overseas,Yes,No,Yes,Yes,6,No,Yes,Yes,Yes,1,60,Same,Same
UP-2561,23,UPM,22.595482546201232,Female,Malaysian,Malay,Junior/Third Year,Education,"Yes, both parents",Right,No,Malay,Yes,English,English,100,Malay,100,English,40,Chinese,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,6,No,Yes,Yes,Yes,NA,NA,Different,Different
UP-2501,42,UPM,22.850102669404517,Female,Malaysian,Malay,Junior/Third Year,Education,No,Right,No,Malay,Yes,Malay,Malay,90,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,6,No,Yes,Yes,No,1,90,Same,Same
UP-2502,28,UPM,22.642026009582477,Female,Malaysian,Malay,Junior/Third Year,Education,"Yes, both parents",Right,No,Malay,Yes,English,English,100,English,30,Korean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,No,5,No,Yes,Yes,No,NA,NA,Different,Different
UP-2504,41,UPM,22.301785714285714,Male,Malaysian,Malay,Junior/Third Year,Education,No,Left,No,Malay,Yes,Malay,English,90,MALAY,80,ENGLISH,40,FRENCH,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,No,No,Yes,5,No,No,Yes,Yes,2,85,Same,Different
UP-2507,30,UPM,21.68297619047619,Female,Malaysian,Malay,Junior/Third Year,Education,"Yes, father only",Right,No,Malay,Yes,English,English,90,English,80,Korean,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Public,No,Yes,Yes,Yes,7,No,No,Yes,Yes,2,85,Different,Different
UP-2509,25,UPM,23.23340177960301,Female,Malaysian,Malay,Junior/Third Year,Education,"Yes, both parents",Right,No,Malay,Yes,English,English,100,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,4,No,Yes,Yes,Yes,NA,NA,Different,Different
UP-2510,37,UPM,21.989642857142858,Female,Malaysian,Malay,Junior/Third Year,Education,"Yes, father only",Right,No,NA,Yes,English,English,100,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Public,No,Yes,Yes,Yes,10,Yes,Yes,Yes,Yes,NA,NA,NA,NA
UP-2512,33,UPM,22.30452380952381,Male,Malaysian,Malay,Junior/Third Year,Education,"Yes, both parents",Right,No,Malay,Yes,English,English,100,English,100,Bahasa Melayu,20,Arabic,0,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,8,No,No,Yes,No,NA,NA,Different,Different
UP-2517,53,UPM,22.54072553045859,Male,Malaysian,Chinese,Junior/Third Year,Education,"Yes, father only",Right,No,Chinese,Yes,English,Chinese,90,Mandarin,80,English,70,Malay language,80,Cantonese,40,Hokkien,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,9,Unspecified,Unspecified,Unspecified,Unspecified,4,80,Different,Same
UP-2529,26,UPM,22.989733059548254,Female,Malaysian,Malay,Junior/Third Year,Education,No,Right,No,Malay,Yes,Malay,English,80,English,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,4,No,Yes,Yes,Yes,1,80,Same,Different
UP-2541,24,UPM,22.104642857142856,Female,Malaysian,Malay,Junior/Third Year,NA,"Yes, mother only",Right,No,Malay,Yes,English,English,70,English Language,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,Public,Yes,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified,1,70,Different,Different
UP-2551,49,UPM,21.795238095238098,Male,Malaysian,Chinese,Junior/Third Year,Education,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,90,English,80,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,No,10,No,Yes,No,No,2,85,Same,Same
UP-2555,24,UPM,21.710357142857145,Female,Malaysian,Malay,Junior/Third Year,Education,"Yes, mother only",Right,No,Malay,Yes,English,English,90,English,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,8,No,Yes,Yes,Yes,1,90,Different,Different
UP-0102,51,UPM,21.11014312383323,Female,Malaysian,Malay,Sophomore/Second Year,Education,"Yes, both parents",Right,No,NA,Yes,English,English,100,Malay,100,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,No,10,No,Yes,Yes,No,NA,NA,NA,NA
UP-0103,26,UPM,22.077261904761905,Female,Malaysian,Indian,Sophomore/Second Year,Education,No,Right,No,Msia Indian Languages,Yes,Malay,English,40,Tamil,100,English,80,Malay,0,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,6,No,No,Yes,Yes,1,80,Different,Different
UP-0104,33,UPM,20.535158680771623,Female,Malaysian,Malay,Sophomore/Second Year,Education,"Yes, both parents",Right,No,Malay,Yes,Malay,Malay,90,Malay,70,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,No,9,No,Yes,Yes,Yes,2,80,Same,Same
UP-0106,27,UPM,20.526944617299314,Female,Malaysian,Malay,Sophomore/Second Year,Education,"Yes, both parents",Right,No,NA,Yes,English,English,90,Malay,100,English,0,NA,0,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,6,No,Yes,Yes,No,1,90,NA,NA
UP-0107,33,UPM,20.68848786558805,Female,Malaysian,Malay,Sophomore/Second Year,Education,"Yes, both parents",Right,No,Malay,Yes,Malay,English,30,Malay,90,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,5,No,Yes,Yes,Yes,1,90,Same,Different
UP-0108,23,UPM,22.060833333333335,Female,Malaysian,Malay,Sophomore/Second Year,Education,"Yes, both parents",Right,No,Malay,Yes,English,Malay,80,English,20,Arabic,10,French,0,-,0,-,NA,-,NA,-,Religious,Yes,Yes,Yes,Yes,7,No,No,Yes,Yes,1,80,Different,Same
UP-0109,21,UPM,20.417423771001864,Female,Malaysian,Malay,Sophomore/Second Year,Education,"Yes, father only",Right,No,Malay,Yes,Malay,Malay,90,Malay,90,English,30,French,20,Spanish,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,6,No,No,Yes,Yes,2,90,Same,Same
UP-0110,47,UPM,20.518730553827005,Male,Malaysian,Indigenous,Sophomore/Second Year,Education,"Yes, both parents",Right,No,NA,Yes,Malay,Malay,100,Malay,80,Bajau,80,English,20,France,0,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,9,No,No,Yes,Yes,2,80,NA,NA
UP-0112,32,UPM,20.60360920970753,Female,Malaysian,Malay,Sophomore/Second Year,Education,"Yes, both parents",Right,No,Malay,Yes,English,English,90,Malay,80,English,0,NA,0,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes,2,85,Different,Different
UP-0114,21,UPM,24.800758213984835,Female,Malaysian,Malay,Sophomore/Second Year,Education,No,Right,No,Malay,Yes,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,Undisclosed,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified,NA,NA,Different,Different
UP-0115,30,UPM,22.060833333333335,Female,Malaysian,Indian,Sophomore/Second Year,Education,"Yes, both parents",Right,No,NA,Yes,English,English,90,English,50,Tamil,80,Bahasa Melayu,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,7,No,No,Yes,No,3,73.33333333333333,NA,NA
UP-0118,59,UPM,21.296328562538893,Female,Malaysian,Malay,Sophomore/Second Year,Education,"Yes, both parents",Right,No,Malay,Yes,English,English,90,ENGLISH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,9,No,Yes,Yes,Yes,1,90,Different,Different
UP-0120,31,UPM,21.055382700684504,Male,Malaysian,Malay,Sophomore/Second Year,Education,No,Left,No,Malay,Yes,Malay,Malay,70,English,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,Public,Yes,Yes,No,Yes,8,No,No,Yes,No,1,70,Same,Same
UP-0122,25,UPM,20.997884256378345,Female,Malaysian,Malay,Sophomore/Second Year,Education,No,Right,No,Malay,Yes,English,English,100,Malay,80,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,8,No,Yes,Yes,Yes,1,80,Different,Different
UP-0123,10,UPM,24.584456613310866,Female,Malaysian,Malay,Sophomore/Second Year,Education,"Yes, father only",Right,No,Malay,Yes,Malay,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,Public,Yes,Yes,Yes,Yes,2,No,No,No,No,NA,NA,Same,Same
UP-0124,22,UPM,22.29357142857143,Female,Malaysian,Malay,Sophomore/Second Year,Education,No,Right,No,Malay,Yes,English,English,80,Malay,90,English,30,Korean,0,-,0,-,NA,-,NA,-,Public,Yes,Yes,No,No,8,No,No,Yes,No,2,85,Different,Different
UP-0125,49,UPM,20.839079029247042,Female,Malaysian,Malay,Sophomore/Second Year,Education,No,Right,No,Malay,Yes,English,Malay,90,Malay,70,English,20,Thailand,0,NA,NA,NA,0,NA,NA,NA,Public,Yes,Yes,No,No,9,Yes,No,No,No,2,80,Different,Same
UP-2535,38,UPM,21.104667081518357,Male,Malaysian,Malay,Sophomore/Second Year,Education,"Yes, mother only",Right,No,Malay,Yes,Malay,Malay,100,Bahasa Melayu,80,English,40,French,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,8,No,No,No,Yes,1,80,Same,Same
UP-2542,29,UPM,21.028002489110143,Female,Malaysian,Malay,Sophomore/Second Year,Education,No,Right,No,Malay,Yes,Malay,Malay,90,English,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,6,No,No,No,No,1,90,Same,Same
UP-2554,30,UPM,22.274404761904762,Female,Malaysian,Chinese,Sophomore/Second Year,Education,"Yes, father only",Right,No,English,Yes,Chinese,Chinese,70,Malay,70,Chinese,30,Cantonese,90,English,20,French,NA,-,NA,-,Vernacular,No,Yes,No,Yes,8,No,No,Yes,No,3,76.66666666666667,Different,Different
UN-29018,26,NOTTINGHAM,20.466708151835718,Female,Malaysian,Chinese,Sophomore/Second Year,Education,"Yes, both parents",Right,No,Chinese,Yes,English,Chinese,80,NA,90,NA,40,NA,0,NA,NA,NA,NA,NA,NA,NA,Private,No,Yes,No,Yes,7,No,Yes,Yes,Yes,NA,NA,Different,Same
EX-002,29,SUNWAY,21.063596764156813,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,No,Right,No,Chinese,Yes,English,English,90,English,50,Chinese,30,Malay,10,Japanese,NA,NA,NA,NA,NA,NA,Private,No,Yes,Yes,Yes,7,No,No,Yes,No,2,70,Different,Different
EX-003,36,SUNWAY,22.255238095238095,Female,Malaysian,Indian,Senior/Fourth Year,Computer Science/IT,"Yes, both parents",Right,No,NA,Yes,English,English,40,Tamil,70,Malay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,8,No,No,Yes,No,1,70,NA,NA
EX-005,46,SUNWAY,18.9596167008898,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,Chinese,Yes,Chinese,Chinese,80,English,90,Mandarin,60,Bahasa Melayu,80,Hokkien,50,Japanese,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,10,No,Yes,Yes,No,5,72,Same,Same
SW-2101,27,SUNWAY,20.482529335071707,Female,Malaysian,Chinese,Senior/Fourth Year,Computer Science/IT,"Yes, mother only",Right,No,English,Yes,English,Chinese,60,Chinese,50,Cantonese,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,Private,No,Yes,No,Yes,4,No,No,Yes,Yes,2,55,Same,Different
SW-2102,30,SUNWAY,21.019788425637834,Female,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,80,Chinese,80,Malay,70,Cantonese,NA,Hokkien,90,English,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,7,No,No,Yes,Yes,4,80,Different,Different
SW-2103,30,SUNWAY,20.82538892345986,Female,Malaysian,Chinese,Senior/Fourth Year,Computer Science/IT,"Yes, father only",Right,No,English,Yes,Chinese,Chinese,100,English,80,Chinese,70,Hokkien,50,Malay,30,Korean,NA,NA,NA,NA,Vernacular,No,No,Yes,Yes,6,No,No,Yes,No,3,66.66666666666667,Different,Different
SW-2105,48,SUNWAY,22.687857142857144,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, father only",Right,No,Chinese,Yes,Malay,Chinese,100,Chinese,20,English,NA,Malay,NA,NA,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,6,Yes,Yes,Yes,Yes,NA,NA,Different,Same
SW-2223,45,SUNWAY,21.526322339763535,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,English,Yes,Malay,Chinese,80,English,80,Mandarin,70,Cantonese,50,Malay,0,NA,0,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes,4,70,Different,Different
SW-2224,53,SUNWAY,19.8993481095176,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,No,Left,No,Chinese,Yes,Chinese,Chinese,90,English,10,Cantonese,10,Malay,NA,NA,NA,NA,NA,NA,0,NA,Vernacular,No,Yes,No,No,7,No,No,Yes,No,1,90,Same,Same
SW-2225,29,SUNWAY,20.646805736636246,Male,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,English,Yes,English,English,80,English,50,Chinese,60,BM,NA,NA,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,Yes,Yes,6,No,Yes,Yes,Yes,3,63.333333333333336,Same,Same
SW-2237,48,SUNWAY,20.737772246421905,Female,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,100,Chinese,70,English,50,Malay,50,Hakka,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,10,No,No,Yes,No,3,56.666666666666664,Same,Same
SW-2238,49,SUNWAY,21.255258245177348,Male,Malaysian,Chinese,Junior/Third Year,Computer Science/IT,"Yes, mother only",Right,No,English,Yes,Chinese,English,100,English,60,Malay,70,Chinese,20,Korean,10,Japanese,NA,NA,NA,NA,Public,No,Yes,No,No,10,No,No,Yes,Yes,2,65,Different,Same
