participant,fluency_score,school,Age,Sex,Nationality,Ethnicity,StudyLevel,Major,ParentalEdu,Handedness,PastMedDiagnosis,NativeLang,SecondLang,MathLang_Primary,MultLang,SecondLang_score1,SecondLang_type1,SecondLang_score2,SecondLang_type2,SecondLang_score3,SecondLang_type3,SecondLang_score4,SecondLang_type4,SecondLang_score5,SecondLang_type5,SecondLang_score6,SecondLang_type6,SecondLang_score7,SecondLang_type7,SchoolType_Primary,MathDiff,MultLearning_normal,MultLearning_time,MultLearning_peers,MultLearning_score,ReadingProblem,MathAnxiety,ExamAnxiety,MemoryAnxiety,num_Seclanguages,avg_score,SameLang_pri,SameLang_Mult
0242,58,NOTTINGHAM,19.79272585060618,Female,Malaysian,Indian,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,90,Malay,80,Tamil,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,10,No,No,Yes,No,2,85,Same,Same
0237,38,NOTTINGHAM,20.058271411810715,Female,Malaysian,Indian,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,-99,50,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,10,No,No,Yes,Yes,NA,NA,Same,Same
0188,31,NOTTINGHAM,19.633946030504497,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,30,Japanese,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,9,No,No,Yes,Yes,NA,NA,Same,Same
0241,18,NOTTINGHAM,21.85013688846566,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,Yes,Malay,Yes,English,Malay,70,English,20,Korean,10,Arabic,0,-,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,No,5,No,Yes,Yes,Yes,1,70,Different,Same
0186,42,NOTTINGHAM,19.491591709034026,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,Chinese,Yes,Chinese,Chinese,90,English,50,Malay,70,Cantonese,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,8,No,Yes,Yes,No,3,70,Same,Same
0175,60,NOTTINGHAM,19.699648025029333,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,English,Yes,Chinese,Chinese,60,Mandarin,40,Malay,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,Yes,8,No,Yes,Yes,Yes,1,60,Different,Different
0180,50,NOTTINGHAM,19.59288228392648,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,70,English,40,Malay,80,Hakka,60,Cantonese,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,10,No,No,Yes,No,3,70,Same,Same
0238,26,NOTTINGHAM,17.628386167146974,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,Chinese,Yes,English,English,100,English,60,Cantonese,50,Malay,-99,-99,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,Yes,7,No,Yes,No,No,2,55,Different,Different
0179,31,NOTTINGHAM,20.25609756097561,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,Chinese,Yes,Chinese,Chinese,90,Chinese,80,Cantonese,70,English,60,Malay,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,6,No,No,Yes,No,4,75,Same,Same
0189,32,NOTTINGHAM,19.95150567070786,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Left,No,Chinese,Yes,Chinese,Chinese,90,Mandarin,80,Cantonese,90,English,40,Japanese,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,7,No,No,No,No,3,86.66666666666667,Same,Same
0204,36,NOTTINGHAM,19.691435275713726,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,100,CHINESE,80,ENGLISH,50,MALAY,50,CANTONESE,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,8,No,Yes,Yes,Yes,3,60,Same,Same
0214,37,NOTTINGHAM,19.58466953461087,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,80,English,50,Malay,60,Cantonese,10,Korean,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,9,No,Yes,Yes,Yes,3,63.333333333333336,Same,Same
0209,43,NOTTINGHAM,19.880328509972625,Female,Malaysian,Chinese,Freshman/First Year,Psychology,NA,Right,No,English,Yes,Chinese,Chinese,70,english,80,chinese,50,malay,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,8,No,No,No,No,3,66.66666666666667,Different,Different
0216,28,NOTTINGHAM,19.351974970668753,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,Chinese,Yes,Chinese,Chinese,80,English,60,Malay,70,Hokkien,60,Cantonese,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,7,No,No,Yes,Yes,4,67.5,Same,Same
0215,52,NOTTINGHAM,19.727023856081345,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,70,70,50,50,50,-99,50,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,6,No,No,Yes,Yes,NA,NA,Same,Same
0201,28,NOTTINGHAM,20.05005866249511,Female,Malaysian,Chinese,Freshman/First Year,NA,No,Right,No,Chinese,Yes,Chinese,Chinese,50,english,50,malay,60,cantonese,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,9,No,No,Yes,No,3,53.333333333333336,Same,Same
0176,51,NOTTINGHAM,20.129448572545954,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,100,Mandarin,80,English,70,Malay,-99,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,8,No,Yes,Yes,No,2,75,Same,Same
0187,30,NOTTINGHAM,18.633812457221083,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,No,Chinese,Chinese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,Yes,7,No,No,Yes,No,NA,NA,Different,Different
0211,23,NOTTINGHAM,19.223308564724288,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,English,Yes,Chinese,Chinese,70,English,40,Chinese,50,malay,-99,-99,NA,NA,NA,NA,NA,NA,Public,Yes,No,Yes,Yes,4,No,No,No,No,2,60,Different,Different
0190,18,NOTTINGHAM,19.77082518576457,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,Yes,Malay,Yes,Malay,English,90,English,30,korean,60,japanese,50,arabic,NA,NA,NA,NA,NA,NA,Religious,No,Yes,Yes,Yes,6,No,No,No,Yes,3,66.66666666666667,Same,Different
0177,35,NOTTINGHAM,19.71333594055534,Female,Malaysian,Chinese,Freshman/First Year,Psychology,NA,Right,No,Chinese,Yes,Chinese,Chinese,80,English,60,Malay,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,7,No,No,No,No,2,70,Same,Same
0208,46,NOTTINGHAM,19.757137270238562,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,80,mandarin,90,english,70,cantonese,70,malay,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,9,No,No,Yes,No,4,77.5,Same,Same
0207,49,NOTTINGHAM,20.063746578021117,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,English,Yes,Chinese,Chinese,90,Chinese,60,Malay,50,Cantonese,10,Korean,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,9,No,Yes,Yes,Yes,3,66.66666666666667,Different,Different
0171,60,NOTTINGHAM,19.373875635510363,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,English,Yes,English,English,50,Mandarin,0,-,0,-,0,-,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,7,No,Yes,Yes,Yes,1,50,Same,Same
0212,21,NOTTINGHAM,19.40672663277278,Female,Malaysian,Indigenous,Freshman/First Year,Psychology,"Yes, father only",Right,No,Malay,Yes,Chinese,Chinese,90,Malay,90,English,20,Chinese,10,Kadazan,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,6,No,Yes,Yes,No,2,90,Different,Different
0210,27,NOTTINGHAM,19.134839151266256,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,Chinese,Yes,Chinese,Chinese,50,English,40,Malay,60,Cantonese,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,6,No,No,Yes,Yes,2,55,Same,Same
0244,30,NOTTINGHAM,20.179442508710803,Female,Malaysian,Malay,Junior/Third Year,Psychology,No,Right,No,English,Yes,English,English,100,English,70,Bahasa Malayu,50,Arabic,30,French,NA,NA,NA,NA,NA,NA,Private,No,Yes,No,No,9,No,No,Yes,Yes,2,60,Same,Same
0250,57,NOTTINGHAM,21.625639804785145,Female,Malaysian,Malay,Junior/Third Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,100,Malay,100,English,30,Mandarin,20,Japanese,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,10,No,No,Yes,No,NA,NA,Different,Different
0217,39,NOTTINGHAM,21.390191643851924,Male,Malaysian,Chinese,Junior/Third Year,Psychology,"Yes, father only",Right,No,Chinese,Yes,English,English,80,english,70,malay,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,8,No,No,No,No,2,75,Different,Different
0228,40,NOTTINGHAM,22.6694045174538,Male,Malaysian,Chinese,Senior/Fourth Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,80,Mandarin,90,English,70,Malay,40,Hokkien & Cantonese,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,8,No,No,Yes,No,3,80,Same,Same
0197,43,NOTTINGHAM,21.34912510415427,Female,Malaysian,Chinese,Junior/Third Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,80,English,60,Malay,20,Hokkien,10,Japanese,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,6,No,No,Yes,No,2,70,Same,Same
0246,20,NOTTINGHAM,21.16295679085823,Female,Malaysian,Malay,Junior/Third Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,100,English,30,Korean,30,Thai,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,7,No,No,Yes,No,NA,NA,Different,Different
0247,23,NOTTINGHAM,21.841923580526128,Female,Malaysian,Malay,Junior/Third Year,Psychology,"Yes, father only",Right,No,Malay,Yes,English,English,80,Malay,100,English,10,Japanese,30,Korean,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,Yes,8,No,Yes,Yes,Yes,1,80,Different,Different
0196,44,NOTTINGHAM,21.71598619211999,Female,Malaysian,Chinese,Junior/Third Year,Psychology,"Yes, both parents",Right,Yes,Chinese,Yes,Chinese,Chinese,80,Chinese,80,English,70,Malay,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,7,No,Yes,Yes,No,3,76.66666666666667,Same,Same
0256,48,NOTTINGHAM,22.718685831622178,Female,Malaysian,Chinese,Junior/Third Year,Psychology,No,Right,No,Chinese,Yes,English,Chinese,90,malay,90,English,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,9,No,No,Yes,Yes,2,90,Different,Same
0200,60,NOTTINGHAM,21.17390786811094,Female,Malaysian,Chinese,Junior/Third Year,Psychology,"Yes, mother only",Right,No,Chinese,Yes,Chinese,Chinese,70,English,60,Malay,70,Cantonese,40,Korean,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,7,No,Yes,Yes,Yes,3,66.66666666666667,Same,Same
0254,27,NOTTINGHAM,22.38193018480493,Female,Malaysian,Malay,Junior/Third Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,90,Malay,100,English,40,Mandarin,-99,-,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,Yes,7,No,No,Yes,No,1,90,Different,Different
0234,45,NOTTINGHAM,21.691346268301395,Female,Malaysian,Malay,Junior/Third Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,90,English,80,Arabic,70,Tagalog,-99,-99,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,Yes,Yes,6,Yes,Yes,Yes,No,3,80,Different,Different
0229,24,NOTTINGHAM,21.87751458159743,Female,Malaysian,Malay,Junior/Third Year,Psychology,No,Right,No,Malay,Yes,English,English,90,English,20,Spanish,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,4,No,Yes,Yes,Yes,1,90,Different,Different
0224,30,NOTTINGHAM,21.49422687775265,Female,Malaysian,Chinese,Senior/Fourth Year,Psychology,"Yes, father only",Right,No,English,Yes,Chinese,Chinese,100,English,60,Mandarin Chinese,50,Malay,50,Hokkien,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,No,9,No,Yes,Yes,No,3,53.333333333333336,Different,Different
0195,59,NOTTINGHAM,21.60099988096655,Female,Malaysian,Chinese,Junior/Third Year,Psychology,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,80,English,90,Chinese,60,Malay,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,No,9,No,No,Yes,No,3,76.66666666666667,Different,Different
0245,60,NOTTINGHAM,21.41209379835734,Female,Malaysian,Chinese,Junior/Third Year,Psychology,No,Right,No,Chinese,Yes,Chinese,Chinese,100,Mandarin,90,English,60,Malay,40,Cantonese,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,9,No,Yes,Yes,Yes,2,75,Same,Same
0248,14,NOTTINGHAM,21.929532198547793,Female,Malaysian,Malay,Junior/Third Year,Psychology,"Yes, both parents",Left,No,Malay,Yes,English,Malay,90,English,60,Korean,10,Arabic,10,German,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,5,No,Yes,Yes,Yes,2,75,Different,Same
0243,40,NOTTINGHAM,21.398404951791456,Female,Malaysian,Malay,Junior/Third Year,Psychology,"Yes, both parents",Left,No,Malay,Yes,English,English,90,Malay,70,English,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,Yes,Yes,5,No,No,Yes,No,2,80,Different,Different
0220,57,NOTTINGHAM,21.535293417450305,Female,Malaysian,Indian,Junior/Third Year,Psychology,"Yes, mother only",Right,No,English,Yes,English,English,90,English,70,Tamil,90,Malay,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,Yes,No,8,No,Yes,Yes,Yes,3,83.33333333333333,Same,Same
0225,19,NOTTINGHAM,20.918616226978596,Female,Malaysian,Chinese,Graduate Student,Psychology,No,Right,No,Chinese,Yes,Malay,English,80,English,50,malay,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Private,No,Yes,No,No,5,No,No,Yes,No,2,65,Different,Different
0194,58,NOTTINGHAM,21.981549815498155,Female,Malaysian,Chinese,Senior/Fourth Year,Psychology,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,80,Chinese,70,English,60,Malay,50,Cantonese,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,Yes,Yes,9,No,Yes,Yes,No,4,65,Same,Same
0221,20,NOTTINGHAM,21.874776812284253,Female,Malaysian,Indian,Senior/Fourth Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,90,English,70,Malay,40,Tamil,-99,-99,NA,NA,NA,NA,NA,NA,Public,Yes,No,Yes,Yes,2,No,Yes,Yes,No,2,80,Same,Same
0198,39,NOTTINGHAM,22.365503080082135,Female,Malaysian,Chinese,Junior/Third Year,Psychology,"Yes, father only",Right,No,English,Yes,Chinese,Chinese,90,English,70,Mandarin,40,Bahasa Malaysia,20,Cantonese,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,8,No,Yes,Yes,Yes,2,80,Different,Different
0178,30,NOTTINGHAM,21.464111415307702,Female,Malaysian,Other,Junior/Third Year,Psychology,No,Right,No,English,Yes,Chinese,English,70,Chinese,50,Malay,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,6,No,No,Yes,Yes,2,60,Different,Same
0178,30,NOTTINGHAM,19.67774736018772,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Left,Yes,Malay,Yes,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,Undisclosed,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified,2,60,Different,NA
0227,19,NOTTINGHAM,22.420260095824776,Male,Malaysian,Malay,Junior/Third Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,80,Malay,100,English,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,Yes,Yes,No,No,8,No,No,Yes,Yes,1,80,Different,Different
0266,42,NOTTINGHAM,20.7954206072673,Female,Malaysian,Chinese,Sophomore/Second Year,NA,NA,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,NA,50,-99,50,-99,50,-99,50,-99,NA,NA,NA,NA,NA,NA,Unspecified,Undisclosed,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified,NA,NA,NA,NA
0267,26,NOTTINGHAM,20.863862618218022,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,80,Chinese,70,English,70,Hokkien,10,Malay,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,5,Yes,No,No,No,3,73.33333333333333,Same,Same
0309,59,NOTTINGHAM,20.099335158388737,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, father only",Right,No,English,Yes,English,English,60,Chinese,30,Malay,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,10,No,No,Yes,Yes,1,60,Same,Same
0299,50,NOTTINGHAM,20.59830761572922,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,80,English,60,Chinese,40,Malay,20,Japanese,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,No,8,No,No,Yes,Yes,2,70,Different,Different
0277,55,NOTTINGHAM,19.691435275713726,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,90,Chinese,90,English,70,Malay,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,10,No,No,Yes,No,3,83.33333333333333,Same,Same
0336,42,NOTTINGHAM,20.800895968143355,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,No,Right,No,Chinese,Yes,Chinese,Chinese,50,English,40,malay,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,Yes,8,Yes,Yes,Yes,Yes,1,50,Same,Same
0284,42,NOTTINGHAM,20.710552513688402,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,No,Left,No,Chinese,Yes,Chinese,Chinese,100,Chinese,70,English,50,Malay,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,8,No,Yes,Yes,Yes,2,60,Same,Same
0315,40,NOTTINGHAM,18.93223819301848,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,80,Mandarin,60,Malay,80,Hainanese,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,9,No,No,Yes,No,3,73.33333333333333,Different,Different
0286,59,NOTTINGHAM,21.080139372822302,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,100,English,80,Malay,30,Japanese,30,Korean,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,10,No,No,No,Yes,1,80,Same,Same
20129230,54,NOTTINGHAM,21.014435042309607,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,English,Yes,English,English,90,English,70,Mandarin,80,Malay,-99,-99,NA,NA,NA,NA,NA,NA,Private,No,Yes,No,Yes,8,No,No,No,Yes,3,80,Same,Same
0268,34,NOTTINGHAM,20.707814833250374,Male,Malaysian,Chinese,Sophomore/Second Year,NA,"Yes, both parents",Left,No,Chinese,Yes,Chinese,Chinese,80,English,80,Malay,70,Hakka,70,Cantonese,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,6,No,No,Yes,No,4,75,Same,Same
0261,42,NOTTINGHAM,20.294425087108014,Male,Malaysian,Malay,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,Malay,Yes,English,English,100,English,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,10,No,No,Yes,Yes,NA,NA,Different,Different
0295,42,NOTTINGHAM,19.36818774445893,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,100,Cn,70,Bm,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Private,No,Yes,No,Yes,9,No,No,Yes,Yes,1,70,Same,Same
0269,47,NOTTINGHAM,19.480443285528033,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,Chinese,Yes,English,English,80,English,50,Malay,0,-99,0,-99,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,Yes,9,No,No,Yes,Yes,2,65,Different,Different
0300,52,NOTTINGHAM,20.47237431557989,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, father only",Left,No,English,Yes,Chinese,Chinese,100,English,90,Chinese,80,Malay,80,Cantonese,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,Yes,No,8,No,Yes,Yes,Yes,3,83.33333333333333,Different,Different
0337,25,NOTTINGHAM,20.726978596316577,Female,Malaysian,Malay,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,Malay,Yes,English,English,80,English,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,6,No,Yes,Yes,Yes,1,80,Different,Different
0283,58,NOTTINGHAM,20.267048282727725,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,Chinese,Yes,Chinese,English,100,Mandarin,30,Malay,100,English,100,Cantonese,NA,NA,NA,NA,NA,NA,Vernacular,Yes,Yes,No,No,9,No,No,Yes,No,NA,NA,Same,Different
0311,33,NOTTINGHAM,20.557242409158786,Male,Malaysian,Chindian,Sophomore/Second Year,Computer Science/IT,NA,Right,No,English,Yes,English,English,80,English,60,Malay,30,Tamil,-99,-99,NA,NA,NA,NA,NA,NA,Other,Yes,Yes,No,Yes,8,No,Yes,Yes,No,2,70,Same,Same
0326,60,NOTTINGHAM,20.81184668989547,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, father only",Right,Yes,English,Yes,Chinese,Chinese,90,mandarin,60,malay,70,cantonese,40,korean,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,8,No,No,Yes,No,3,73.33333333333333,Different,Different
0318,60,NOTTINGHAM,20.275261324041814,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,No,Left,No,English,Yes,English,English,100,Eng,50,Cantonese,30,Malay,-99,-99,NA,NA,NA,NA,NA,NA,Private,Yes,Yes,No,No,9,No,Yes,Yes,Yes,1,50,Same,Same
0292,46,NOTTINGHAM,23.06365503080082,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, father only",Right,No,Chinese,Yes,English,Chinese,100,English,-99,Malay,70,Japanese,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,7,No,No,Yes,No,1,70,Different,Same
0275,59,NOTTINGHAM,20.633897461423594,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, father only",Right,No,English,Yes,Chinese,Chinese,100,Mandarin,70,Malay,20,Japanese,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,Yes,10,No,Yes,Yes,Yes,1,70,Different,Different
0303,57,NOTTINGHAM,20.66948730711797,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, father only",Right,No,Chinese,Yes,Chinese,Chinese,80,Chinese,20,Malay,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,8,No,No,No,No,1,80,Same,Same
0330,45,NOTTINGHAM,21.31353410308297,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, father only",Right,No,NA,Yes,English,English,70,Mandarin,80,Cantonese,80,Malay,90,Toi Shan,NA,NA,NA,NA,NA,NA,Public,No,Yes,Yes,Yes,8,No,No,Yes,Yes,3,80,NA,NA
0307,29,NOTTINGHAM,19.291748142354322,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,NA,Right,No,English,No,Chinese,Chinese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public,No,No,No,Yes,6,No,No,No,No,NA,NA,Different,Different
0293,60,NOTTINGHAM,20.828272772523643,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,No,Right,No,English,Yes,English,English,100,English,80,Malay,30,Cantonese,30,Mandarin,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,10,No,No,Yes,No,1,80,Same,Same
0328,40,NOTTINGHAM,21.288894179264375,Male,Malaysian,Chinese,Sophomore/Second Year,NA,NA,Right,No,English,Yes,Chinese,Chinese,-99,100,-99,90,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,9,No,No,No,Yes,NA,NA,Different,Different
0297,39,NOTTINGHAM,19.787250684395776,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,English,Yes,Chinese,Chinese,90,English,60,Mandarine,40,Malay,30,Cantonese,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,8,No,No,Yes,No,2,75,Different,Different
0329,46,NOTTINGHAM,21.743363885251757,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Right,No,Chinese,Yes,Chinese,Chinese,100,English,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,No,10,No,No,No,No,NA,NA,Same,Same
0320,50,NOTTINGHAM,20.945993031358885,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, both parents",Left,No,Chinese,Yes,Chinese,Chinese,100,Mandarin chinese,70,English,60,Bahasa Melayu,-99,-99,NA,NA,NA,NA,NA,NA,Vernacular,No,Yes,No,No,7,No,Yes,Yes,No,2,65,Same,Same
0288,52,NOTTINGHAM,21.65849303654327,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science/IT,"Yes, father only",Right,No,English,Yes,English,English,60,Bahasa Malaysia,40,Mandarin,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,Public,No,Yes,No,Yes,6,No,No,Yes,No,1,60,Same,Same
