participant,fluency_score,Age,Sex,Nationality,Ethnicity,StudyLevel,Major,ParentalEdu,Handedness,PastMedDiagnosis,NativeLang,SecondLang,MathLang_Primary,MultLang,Primary_schoolType,SchoolType_Primary,MathDiff,MultLearning_normal,MultLearning_time,MultLearning_peers,MultLearning_score,ReadingProblem,MathAnxiety,ExamAnxiety,MemoryAnxiety
0065,51,18.26420260095825,Female,Malaysian,Chinese,Freshman/First Year,Nutrition,"Yes, mother only",Left,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,No,No,No,8,No,No,Yes,Yes
0067,34,19.67774736018772,Female,Malaysian,Chinese,Freshman/First Year,Biotechnology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,6,No,No,Yes,No
0089,30,19.743449354712553,Female,Malaysian,Chinese,Freshman/First Year,Not specified,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,8,No,Yes,Yes,No
0122,37,19.554556120453658,Male,Malaysian,Chinese,Freshman/First Year,Biotechnology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,Yes,9,No,No,Yes,Yes
0080,21,20.039108330074306,Female,Non-Malaysian,Indian,Freshman/First Year,Biomedical Science,"Yes, both parents",Left,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Private school (international),Private (International) School,Yes,Yes,Yes,Yes,4,No,Yes,Yes,Yes
0095,34,20.206819313091092,Female,Malaysian,Chinese,Freshman/First Year,Nutrition,No,Right,No,Mandarin/Cantonese/chinese dialects,No,Mandarin Chinese/ Cantonese,English,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,No,6,No,Yes,Yes,No
0074,47,20.003519749706687,Female,Malaysian,Chinese,Freshman/First Year,Nutrition,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,NA,Public school (SK),Public school (SK),No,Yes,No,No,9,No,Yes,Yes,No
0064,36,19.77082518576457,Male,Malaysian,Chinese,Freshman/First Year,Biotechnology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,7,No,No,Yes,No
0079,42,19.412201798983183,Female,Malaysian,Chinese,Freshman/First Year,Not specified,"Yes, mother only",Left,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,English,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,6,No,Yes,Yes,No
0123,42,19.62299569808369,Male,Malaysian,Chinese,Freshman/First Year,Biotechnology,"Yes, mother only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,No,No,Yes,No,5,Yes,No,No,No
0054,44,21.910367813355553,Female,Non-Malaysian,Other,Freshman/First Year,Biomedical Science,"Yes, both parents",Right,No,Pashto,Yes,English,English,Private school (international),Private (International) School,No,Yes,Yes,Yes,3,No,Yes,Yes,Yes
0090,32,19.98709425107548,Male,Malaysian,Eurasian,Freshman/First Year,Nutrition,"Yes, both parents",Right,No,English,No,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,7,No,No,Yes,No
0053,36,19.71881110676574,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Science,"Yes, both parents",Right,No,English,Yes,English,English,Public school (SK),Public school (SK),No,Yes,Yes,Yes,3,No,No,Yes,Yes
0060,29,18.78713210130048,Female,Malaysian,Malay,Freshman/First Year,Biotechnology,"Yes, both parents",Right,No,English,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,No,Yes,8,No,Yes,Yes,Yes
0097,50,20.497013439522153,Female,Non-Malaysian,Other,Freshman/First Year,Undecided,"Yes, both parents",Right,No,NA,Yes,Sinhala,Sinhala,Private school (international),Private school,No,Yes,No,No,8,No,No,No,No
0101,29,20.373817819810853,Female,Malaysian,Chinese,Freshman/First Year,Nutrition,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,7,No,Yes,Yes,No
0098,30,21.071926331508216,Female,Malaysian,Chinese,Sophomore/Second Year,Nutrition,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,Yes,9,Yes,Yes,Yes,No
0061,60,19.65310911224091,Female,Malaysian,Chinese,Freshman/First Year,Nutrition,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,8,No,Yes,Yes,No
0119,46,19.417676965193586,Female,Malaysian,Chinese,Freshman/First Year,Nutrition,NA,Left,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,9,No,No,Yes,No
0059,20,18.584531143052704,Female,BLANK,Indian,Freshman/First Year,Biotechnology,"Yes, both parents",Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Private school (international),Private (International) School,No,Yes,No,Yes,5,No,No,No,No
0039,55,20.12397340633555,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Science,"Yes, mother only",Left,No,English,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,6,No,Yes,Yes,No
0091,30,19.831052014079,Male,Malaysian,Chinese,Freshman/First Year,Nutrition,"Yes, mother only",Left,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,8,No,No,Yes,No
0068,52,19.85295267892061,Female,Malaysian,Chinese,Freshman/First Year,Not specified,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,No,No,No,9,No,No,Yes,No
0066,44,19.93234258897145,Female,Malaysian,Chinese,Freshman/First Year,Biotechnology,"Yes, father only",Left,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,8,No,No,Yes,Yes
0070,39,19.13023073914744,Male,Malaysian,Chinese,Freshman/First Year,Biotechnology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,6,No,Yes,Yes,No
0071,26,17.570893371757926,Male,Non-Malaysian,Burmese,Freshman/First Year,Biotechnology,"Yes, both parents",Right,No,Burmese,Yes,English,English,Oversea education,Oversea (Singapore public school),No,Yes,No,Yes,5,No,Yes,Yes,No
0138,22,19.87211576065702,Female,Malaysian,Malay,Freshman/First Year,Biomedical Science,NA,Right,No,Malay,Yes,English,Malay,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,7,No,No,Yes,Yes
0130,60,19.19319515056707,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,"Yes, both parents",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,8,No,No,Yes,Yes
0117,59,19.354712553773954,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Science,"Yes, father only",Right,No,English,No,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,9,No,No,No,No
0063,35,19.915917090340244,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,Yes,8,No,Yes,Yes,Yes
0058,16,18.757015742642025,Female,Non-Malaysian,Palestine,Freshman/First Year,Biotechnology,"Yes, father only",Right,No,Arabic,Yes,Arabic,Arabic,Public school (SK),Public school (SK),No,Yes,No,No,7,No,Yes,Yes,Yes
0124,52,19.184982401251467,Male,Malaysian,Chinese,Freshman/First Year,Biotechnology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,Yes,No,10,No,Yes,Yes,Yes
0062,45,19.198670316777473,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,Yes,6,No,Yes,Yes,No
0105,59,19.434102463824797,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,English,Malay & English,Private school (international),Private (International) School,No,Yes,No,Yes,4,No,No,Yes,No
0128,9,19.855690262025814,Male,Malaysian,Chinese,Freshman/First Year,Biomedical Science,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,10,No,No,Yes,No
0135,37,19.395776300351976,Female,Malaysian,Chinese,Freshman/First Year,Not specified,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,8,No,Yes,Yes,Yes
0094,50,19.417676965193586,Female,Malaysian,Chinese,Freshman/First Year,Nutrition,"Yes, mother only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,English,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,7,No,No,Yes,Yes
0136,25,20.141114982578397,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,4,No,Yes,Yes,No
0056,30,19.13023073914744,Male,Malaysian,Malay,Freshman/First Year,Biomedical Science,"Yes, both parents",Right,No,Malay,No,English,English,Private school (international),Private (International) School,No,Yes,Yes,Yes,5,No,No,Yes,No
0134,30,18.104755043227666,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,"Yes, father only",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes
0121,45,19.456003128666406,Female,Non-Malaysian,Chinese,Freshman/First Year,Biomedical Science,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,English,Chinese,Private school (international),Private school,No,Yes,No,Yes,6,No,Yes,Yes,No
0076,23,20.069221744231523,Female,Malaysian,Chinese,Freshman/First Year,Nutrition,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,7,No,No,Yes,No
0075,29,19.313648807195932,Female,Malaysian,Chinese,Freshman/First Year,Not specified,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,9,No,Yes,Yes,No
0092,44,19.554556120453658,Female,Malaysian,Chinese,Freshman/First Year,Nutrition,"Yes, both parents",Left,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,8,No,No,No,Yes
0129,28,19.434102463824797,Male,Malaysian,Chinese,Freshman/First Year,Biotechnology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,9,No,No,Yes,Yes
0125,24,19.332811888932344,Female,Non-Malaysian,Arab,Freshman/First Year,Biotechnology,"Yes, both parents",Right,No,Arabic,Yes,English,English,Private school (international),Private (International) School,Yes,Yes,Yes,Yes,3,No,Yes,Yes,No
0077,60,19.58466953461087,Female,Malaysian,Chinese,Freshman/First Year,Not specified,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,No,10,No,Yes,Yes,Yes
0137,28,19.573719202190066,Female,Non-Malaysian,Indonesian,Freshman/First Year,Biomedical Science,No,Right,No,Bahasa Indonesia,Yes,Indonesian,Indonesian,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,10,No,No,Yes,Yes
0069,59,19.732499022291748,Male,Malaysian,Chinese,Freshman/First Year,Biotechnology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,No,No,Yes,5,No,Yes,Yes,No
0093,59,19.354712553773954,Female,Malaysian,Chinese,Freshman/First Year,Nutrition,"Yes, both parents",Left,No,English,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,5,No,Yes,Yes,No
0120,28,19.37935080172077,Female,Non-Malaysian,Indian,Freshman/First Year,Biomedical Science,NA,Left,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Private school (international),Private school,No,Yes,No,No,8,No,Yes,Yes,Yes
0057,40,20.11028549080954,Male,Malaysian,Aboriginal (Orang Asli),Freshman/First Year,Biomedical Science,"Yes, both parents",Left,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,6,Yes,Yes,Yes,No
0096,20,19.85295267892061,Female,Non-Malaysian,Indian,Freshman/First Year,Biotechnology,"Yes, father only",Right,No,English,Yes,English,English,Private school (international),Private school,Yes,Yes,No,Yes,4,No,Yes,Yes,No
0115,38,18.354551676933607,Female,Non-Malaysian,Indian,Freshman/First Year,Biomedical Science,"Yes, both parents",Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Private school (international),Private school,No,Yes,Yes,Yes,6,No,Yes,No,No
0133,30,19.354712553773954,Male,Malaysian,Other,Freshman/First Year,Biomedical Science,NA,Left,Yes,Korean,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,6,No,Yes,Yes,No
20113577,53,19.565506452874462,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,English,English,Private school (international),Private (Local) School,Yes,No,Yes,Yes,9,No,Yes,Yes,Yes
0114,30,19.96793116933907,Female,Non-Malaysian,Sri Lankan,Freshman/First Year,Biomedical Science,"Yes, mother only",Right,No,English,Yes,English,English,Private school (international),Private school,Yes,Yes,Yes,Yes,6,No,Yes,Yes,Yes
0126,27,19.242471646460697,Female,Non-Malaysian,Korean,Freshman/First Year,Biotechnology,"Yes, both parents",Right,No,Korean,Yes,Korean and English,Korean,Oversea education,Oversea (Korea public school),Yes,Yes,No,Yes,7,No,No,Yes,Yes
0078,35,18.521560574948666,Female,Non-Malaysian,Other,Freshman/First Year,Nutrition,"Yes, both parents",Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Private school (international),Private school,Yes,No,Yes,Yes,3,No,Yes,Yes,Yes
0055,17,22.792607802874745,Female,Non-Malaysian,Pakistan,Freshman/First Year,Biomedical Science,"Yes, both parents",Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Private school (international),Private school,No,No,Yes,Yes,3,No,Yes,Yes,No
0073,34,22.000714200690396,Female,Malaysian,Aboriginal (Orang Asli),Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,Public school (SK),Public school (SK),No,Yes,Yes,No,7,No,No,Yes,No
0144,18,20.129448572545954,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, father only",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,6,No,No,Yes,No
0145,39,19.825576847868597,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,4,No,Yes,Yes,Yes
0113,30,19.34376222135315,Female,Non-Malaysian,Malay,Sophomore/Second Year,Psychology,"Yes, both parents",Right,Yes,Malay,Yes,English,English,Private school (international),Private school,No,Yes,Yes,No,8,No,Yes,Yes,No
0142,42,21.425782644923224,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,No,English,English,Private school (international),Private school,No,Yes,No,Yes,7,No,No,Yes,No
0107,55,20.633897461423594,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, father only",Right,No,English,Yes,English,Chinese,Public school (SK),Public school (SK),Undisclosed,Yes,Yes,Yes,10,No,No,No,No
0152,18,20.250622200099553,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,Yes,Yes,5,No,Yes,No,No
0111,30,20.351916376306622,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,9,No,No,Yes,No
0112,55,20.23693379790941,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,No,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,9,No,No,No,No
0143,41,20.417620706819314,Female,Malaysian,Malay,Sophomore/Second Year,Psychology,"Yes, mother only",Right,No,Malay,Yes,English,Malay,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,7,No,No,Yes,Yes
0146,32,20.841961174713788,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,3,No,Yes,Yes,Yes
0150,48,20.880288700846194,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, father only",Left,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,9,No,No,Yes,Yes
0147,24,21.071926331508216,Female,Malaysian,Malay,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,Private school (international),Private school,No,Yes,Yes,Yes,7,No,Yes,Yes,No
0082,44,21.05550024888004,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,NA,Right,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,No,No,Yes,Yes,6,No,Yes,Yes,Yes
0100,54,20.4258337481334,Female,Malaysian,Indian,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,9,No,Yes,Yes,Yes
0081,54,21.66944411379598,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,10,No,No,No,No
0072,20,22.99794661190965,Female,Malaysian,Malay,Sophomore/Second Year,Psychology,"Yes, father only",Right,Yes,Malay,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,4,No,Yes,Yes,No
0087,33,21.628377574098323,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,No,Right,No,English,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,7,No,No,Yes,No
0108,60,21.417569336983693,Female,Malaysian,Indian,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,Chinese vernacular school,Chinese vernacular school,No,Yes,Yes,Yes,6,No,No,Yes,No
0088,60,20.444997511199603,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,8,No,Yes,Yes,No
0141,28,19.256159561986703,Female,Malaysian,Indian,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,No,English,English,Private school (international),Private (International) School,Yes,Yes,No,No,6,No,Yes,Yes,No
0083,51,20.447735191637634,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,No,9,No,No,Yes,Yes
0109,36,21.11025385764062,Female,Malaysian,Indian,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes
0151,26,24.129434954007888,Female,Non-Malaysian,Pakistan,Sophomore/Second Year,Psychology,"Yes, both parents",Right,Yes,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Private school (international),Private (International) School,Yes,Yes,No,Yes,6,No,Yes,Yes,No
0110,60,19.576456785295267,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,Private school (international),Private school,Yes,Yes,No,No,9,No,No,Yes,Yes
0149,22,20.390243902439025,Female,Non-Malaysian,Pakistan,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Private school (international),Private (International) School,Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes
0148,26,19.842002346499804,Female,Non-Malaysian,Sri Lankan,Sophomore/Second Year,Psychology,No,Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Private school (international),Private (International) School,No,Yes,No,Yes,4,No,No,Yes,No
0084,38,23.19864213753833,Female,Malaysian,Malay,Sophomore/Second Year,Psychology,"Yes, both parents",Right,Yes,Malay,Yes,Malay & English,Malay,Public school (SK),Public school (SK),Yes,Yes,No,No,7,No,Yes,Yes,No
0099,33,23.883048620236533,Female,Malaysian,Indian,Sophomore/Second Year,Psychology,No,Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,7,No,No,Yes,No
0163,28,25.085605980836053,Male,Malaysian,Malay,Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),No,Yes,Yes,Yes,6,No,No,Yes,No
0169,54,21.852874657778838,Male,Malaysian,Chinese,Sophomore/Second Year,TESL/TESOL,No,Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,10,No,Yes,No,No
0162,45,21.89394119747649,Female,Malaysian,Malay,Sophomore/Second Year,TESL/TESOL,"Yes, mother only",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,No,No,8,No,No,No,Yes
0153,45,20.510701841712297,Female,Malaysian,Punjabi,Sophomore/Second Year,TESL/TESOL,No,Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,No,Yes,8,No,No,Yes,Yes
0157,24,19.360187719984356,Female,Malaysian,Malay,Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,No,4,No,No,Yes,No
0154,18,23.22054314498467,Female,Malaysian,Indian,Sophomore/Second Year,TESL/TESOL,No,Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,3,No,Yes,Yes,Yes
0161,29,20.74614235938278,Female,Malaysian,Indian,Sophomore/Second Year,Not specified,No,Left,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,No,Yes,8,No,Yes,Yes,No
0172,51,19.77356276886977,Female,Non-Malaysian,European,Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,No,Korean,Yes,English,Korean,Private school (international),Private (International) School,Yes,Yes,No,No,8,No,Yes,Yes,No
0170,20,21.997976431377218,Female,Malaysian,Indian,Sophomore/Second Year,TESL/TESOL,No,Right,No,English,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes
0158,26,20.458685913389747,Female,Malaysian,Chinese-Indian,Sophomore/Second Year,TESL/TESOL,"Yes, father only",Right,No,English,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,No,No,7,No,Yes,Yes,No
0156,20,20.26157292185167,Female,Malaysian,Malay-Chinese,Sophomore/Second Year,TESL/TESOL,No,Right,Yes,Malay,Yes,English,English,Religious school,Religious School,Yes,No,Yes,Yes,6,No,Yes,Yes,Yes
0165,18,20.510701841712297,Female,Malaysian,Chinese,Sophomore/Second Year,TESL/TESOL,"Yes, father only",Left,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,3,No,No,Yes,Yes
0159,30,20.896714783474366,Female,Malaysian,Chinese,Sophomore/Second Year,TESL/TESOL,NA,Left,No,English,Yes,English & Chinese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,Yes,7,No,Yes,Yes,Yes
0155,17,21.754314962504466,Female,Malaysian,Indian,Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,No,English,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,5,No,No,No,Yes
0166,42,20.335490293678447,Female,Malaysian,Aboriginal (Orang Asli),Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,No,10,No,Yes,Yes,No
0173,25,20.557242409158786,Female,Malaysian,Malay,Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,8,No,No,No,No
0160,25,20.8145843703335,Female,Malaysian,Malay-Chinese,Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,8,No,No,Yes,No
0174,33,21.798119271515297,Female,Malaysian,Chinese,Sophomore/Second Year,TESL/TESOL,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,8,No,Yes,No,Yes
0164,50,25.05001579446141,Female,Non-Malaysian,Chinese,Sophomore/Second Year,TESL/TESOL,NA,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,No,9,No,No,No,No
0167,36,23.76259307928165,Male,Malaysian,Other,Sophomore/Second Year,TESL/TESOL,"Yes, both parents",Right,Yes,English,Yes,English,English,Private school (international),Private (International) School,Yes,Yes,No,Yes,7,Yes,Yes,No,No
